Student_ID,Age,Gender,Parental_Education,Family_Income_Level,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Internet_Usage_Hours,Assignments_Completed,Previous_Grades,Class_Participation,Extracurricular_Activities,Stress_Level,Teacher_Feedback_Score,Absence_Days,Performance_Level,Dropout_Risk
4448,19,Female,Diploma,Medium,76.9,8.8,8.5,0.0,64.0,57,5,Yes,10,4.0,6,High,No Risk
4449,22,Female,Diploma,Low,59.7,7.8,6.4,4.4,63.0,75,4,Yes,7,10.0,9,High,Medium Risk
4450,25,Female,Diploma,Low,84.3,7.3,7.3,1.4,93.0,53,4,No,5,7.0,11,High,No Risk
4451,24,Female,Postgraduate,High,89.2,4.7,7.7,2.7,100.0,49,5,Yes,5,7.0,8,Medium,High Risk
4452,20,Female,Diploma,High,77.9,6.3,7.5,3.1,62.0,85,3,No,9,8.0,9,High,No Risk
4453,21,Male,High School,High,48.3,4.4,7.1,5.0,38.0,98,1,Yes,5,9.0,9,Medium,Medium Risk
4454,23,Female,Postgraduate,High,75.2,6.5,6.2,7.2,76.0,68,3,Yes,1,9.0,7,High,No Risk
4455,22,Female,Graduate,Medium,62.7,3.8,7.8,0.5,62.0,96,1,No,7,9.0,9,Medium,No Risk
4456,18,Male,Graduate,Low,71.3,7.4,6.6,4.3,65.0,64,10,No,5,5.0,4,High,No Risk
4457,22,Male,Graduate,Low,94.0,3.7,7.0,7.2,72.0,69,9,No,2,8.0,9,High,No Risk
4458,18,Female,High School,Medium,51.2,3.9,7.2,2.5,82.0,94,3,Yes,3,3.0,7,High,Medium Risk
4459,18,Male,,Medium,69.0,3.7,8.0,2.4,64.0,60,9,No,4,5.0,6,Medium,No Risk
4460,23,Female,High School,Low,87.1,4.8,9.3,3.9,78.0,84,4,No,10,2.0,11,High,No Risk
4461,18,Male,Diploma,High,70.3,3.8,6.1,4.9,74.0,67,4,Yes,9,5.0,8,Medium,No Risk
4462,20,Male,High School,Medium,69.4,5.4,7.1,4.6,41.0,63,6,Yes,2,6.0,10,Medium,No Risk
4463,22,Female,Graduate,Medium,100.0,3.6,5.2,2.9,84.0,65,10,No,3,9.0,5,High,No Risk
4464,23,Male,High School,High,82.2,5.9,8.8,2.1,69.0,44,8,Yes,1,1.0,10,Medium,Medium Risk
4465,21,Male,High School,Medium,88.3,7.2,7.1,5.7,57.0,88,7,Yes,3,6.0,9,High,No Risk
4466,18,Female,High School,Medium,83.4,4.6,6.6,2.2,65.0,75,8,Yes,2,9.0,7,High,No Risk
4467,24,Female,Graduate,Medium,79.8,8.5,7.1,0.2,79.0,70,9,Yes,6,8.0,13,High,No Risk
4468,25,Male,High School,Medium,91.9,6.5,7.1,1.0,77.0,63,8,Yes,1,5.0,12,High,No Risk
4469,25,Female,Diploma,Low,99.0,8.3,6.1,2.5,86.0,76,5,Yes,6,5.0,5,High,No Risk
4470,23,Female,Diploma,Medium,59.5,4.4,8.4,6.0,83.0,83,4,Yes,4,7.0,7,High,Medium Risk
4471,21,Female,,Medium,77.6,1.5,7.8,1.5,58.0,68,5,Yes,7,8.0,3,Low,No Risk
4472,25,Male,High School,High,77.5,3.2,7.9,6.1,32.0,85,2,No,10,5.0,4,Medium,No Risk
4473,21,Male,Postgraduate,High,73.3,3.4,,5.7,78.0,76,7,No,10,6.0,6,Medium,No Risk
4474,19,Female,Diploma,Low,88.8,2.8,6.1,3.9,85.0,71,9,No,10,1.0,10,Medium,No Risk
4475,24,Female,High School,High,80.8,0.5,6.9,0.0,73.0,84,1,Yes,6,4.0,3,Medium,No Risk
4476,20,Male,High School,Low,99.2,6.3,8.0,1.5,86.0,65,9,Yes,6,8.0,9,High,No Risk
4477,25,Female,High School,Low,90.1,1.2,7.6,2.4,61.0,56,7,No,6,5.0,9,Low,No Risk
4478,20,Male,Diploma,Medium,93.0,6.2,6.1,6.4,71.0,71,10,No,9,5.0,9,High,No Risk
4479,24,Female,High School,High,64.8,8.4,7.8,2.5,62.0,72,8,No,3,10.0,13,High,No Risk
4480,22,Female,Postgraduate,High,69.1,3.1,5.8,2.2,86.0,69,9,No,4,5.0,12,Medium,No Risk
4481,21,Female,Diploma,High,70.0,5.2,6.2,3.8,62.0,87,8,Yes,4,5.0,12,High,No Risk
4482,20,Female,High School,Low,92.6,3.8,7.2,1.1,100.0,79,4,Yes,9,8.0,7,High,No Risk
4483,24,Male,Diploma,Low,67.4,6.0,5.6,3.5,68.0,71,6,Yes,3,9.0,7,High,No Risk
4484,18,Female,High School,Low,67.7,2.4,5.8,2.1,88.0,72,2,Yes,3,4.0,7,Medium,No Risk
4485,21,Male,High School,Medium,65.7,4.3,8.9,8.1,69.0,73,9,No,4,2.0,9,Medium,No Risk
4486,20,Female,Diploma,Medium,100.0,6.5,,1.9,96.0,79,7,Yes,5,,11,High,No Risk
4487,22,Female,High School,Low,76.4,4.4,9.7,6.8,95.0,73,6,No,8,2.0,5,Medium,No Risk
4488,20,Male,High School,Medium,83.8,1.6,7.5,1.6,71.0,70,7,No,2,8.0,11,Medium,No Risk
4489,23,Male,Postgraduate,Medium,65.5,,7.8,3.9,80.0,55,7,No,3,5.0,8,High,No Risk
4490,21,Male,Graduate,Medium,88.6,2.2,6.8,4.4,95.0,63,3,No,10,10.0,7,Medium,No Risk
4491,19,Male,Postgraduate,Medium,58.5,4.6,6.6,3.7,81.0,76,7,Yes,7,4.0,7,Medium,Medium Risk
4492,19,Male,High School,Medium,67.2,5.5,8.0,3.6,62.0,74,7,Yes,4,8.0,5,High,No Risk
4493,23,Female,Postgraduate,Medium,70.0,4.7,8.6,5.0,77.0,53,7,No,10,1.0,7,Medium,No Risk
4494,20,Male,Diploma,Medium,80.4,9.1,7.9,4.2,65.0,65,10,Yes,3,1.0,4,High,No Risk
4495,20,Female,High School,Medium,69.3,5.8,6.0,3.2,78.0,60,4,No,7,5.0,6,Medium,No Risk
4496,23,Female,Graduate,Low,94.8,4.1,7.5,2.4,64.0,90,2,Yes,3,7.0,10,High,No Risk
4497,20,Female,High School,High,83.5,5.6,6.1,3.2,82.0,75,10,No,7,2.0,6,High,No Risk
4498,21,Male,Diploma,Medium,70.4,4.9,6.6,3.2,49.0,78,4,Yes,5,7.0,3,Medium,No Risk
4499,19,Female,Graduate,Low,,4.6,9.0,3.2,59.0,71,3,No,2,7.0,11,High,No Risk
4500,20,Female,Graduate,Medium,73.7,4.9,5.6,3.6,64.0,64,4,No,6,2.0,5,Medium,No Risk
4501,23,Female,Diploma,Medium,71.5,3.7,9.6,1.1,74.0,66,8,Yes,5,9.0,13,Medium,No Risk
4502,22,Female,Diploma,Low,87.9,4.9,7.7,1.8,53.0,78,3,No,7,,10,High,No Risk
4503,25,Female,High School,Low,51.0,3.6,6.4,4.9,63.0,69,1,No,9,4.0,8,Low,High Risk
4504,24,Female,Postgraduate,High,86.1,1.1,7.1,0.0,88.0,79,8,Yes,9,4.0,6,Medium,No Risk
4505,18,Female,High School,Medium,70.2,6.6,6.2,5.5,89.0,74,6,No,4,3.0,6,High,No Risk
4506,21,Male,High School,Low,70.1,3.5,6.3,2.5,38.0,76,8,No,8,7.0,5,Medium,No Risk
4507,20,Female,High School,Medium,99.5,4.8,7.1,6.3,,77,3,Yes,6,7.0,9,High,No Risk
4508,22,Male,Postgraduate,Medium,72.2,3.1,6.6,5.6,95.0,65,3,Yes,5,3.0,10,Medium,No Risk
4509,20,Male,Graduate,Medium,88.5,3.2,5.9,2.9,82.0,68,5,No,3,6.0,11,High,No Risk
4510,25,Female,Diploma,Medium,81.1,2.6,6.7,3.1,82.0,84,9,No,6,2.0,3,Medium,No Risk
4511,20,Male,Postgraduate,Low,82.2,6.2,5.4,6.2,84.0,96,8,No,4,5.0,11,High,No Risk
4512,22,Female,High School,Low,75.2,6.6,5.5,5.7,62.0,84,5,Yes,10,4.0,10,High,No Risk
4513,18,Male,Postgraduate,High,74.7,4.5,5.5,5.2,79.0,36,2,No,5,4.0,4,Medium,High Risk
4514,25,Female,High School,Medium,94.8,3.5,9.0,5.4,83.0,62,6,Yes,5,,11,Medium,No Risk
4515,25,Male,Diploma,High,88.2,1.5,7.5,1.7,78.0,73,1,Yes,1,1.0,6,Medium,No Risk
4516,24,Female,High School,Low,72.5,5.9,7.7,3.8,70.0,58,7,Yes,4,10.0,8,Medium,No Risk
4517,20,Male,Postgraduate,Medium,66.5,3.3,7.0,2.2,75.0,57,5,Yes,10,5.0,7,Low,No Risk
4518,18,Male,Postgraduate,Medium,71.6,2.5,7.6,1.6,59.0,67,9,No,7,8.0,10,Medium,No Risk
4519,23,Male,Graduate,Medium,88.8,,8.4,3.8,85.0,76,10,No,8,9.0,3,High,No Risk
4520,21,Female,High School,Medium,91.0,3.9,7.5,2.8,54.0,80,3,No,7,1.0,9,Medium,No Risk
4521,25,Female,High School,Medium,84.1,1.8,9.0,3.2,64.0,67,2,Yes,5,4.0,13,Medium,No Risk
4522,23,Female,Diploma,Low,60.2,2.0,7.0,2.6,86.0,66,6,Yes,10,4.0,5,Low,No Risk
4523,22,Male,Diploma,Low,86.3,5.1,7.7,1.4,80.0,61,1,No,4,7.0,4,High,No Risk
4524,25,Male,High School,Medium,92.3,3.3,7.8,6.4,69.0,79,7,No,4,10.0,6,High,No Risk
4525,24,Male,Graduate,Low,79.9,5.4,5.9,3.8,50.0,78,9,Yes,8,7.0,13,Medium,No Risk
4526,21,Female,Graduate,Low,99.8,4.8,7.1,1.0,75.0,84,9,No,6,6.0,3,High,No Risk
4527,18,Female,Postgraduate,High,63.5,6.4,4.8,3.8,67.0,74,8,Yes,4,3.0,6,High,No Risk
4528,18,Male,Diploma,Medium,85.5,3.0,6.8,6.1,83.0,55,8,Yes,7,5.0,14,Medium,No Risk
4529,21,Female,,Medium,66.8,4.9,6.7,5.1,68.0,67,3,No,9,8.0,9,Medium,No Risk
4530,22,Female,Diploma,High,89.6,5.6,6.6,2.6,50.0,83,10,Yes,8,6.0,12,High,No Risk
4531,18,Male,High School,Medium,,3.4,6.5,2.7,55.0,49,8,No,5,7.0,13,Medium,High Risk
4532,19,Male,Graduate,Low,97.8,6.5,7.6,1.9,70.0,71,1,No,1,4.0,4,High,No Risk
4533,23,Male,Graduate,Medium,83.5,1.5,5.9,2.2,78.0,76,6,Yes,9,5.0,5,Medium,No Risk
4534,24,Male,High School,Medium,73.6,3.0,,2.4,59.0,98,5,No,10,4.0,7,Medium,No Risk
4535,18,Male,Diploma,Medium,72.6,1.4,7.7,1.0,65.0,64,2,Yes,8,5.0,6,Low,No Risk
4536,22,Female,Postgraduate,Medium,75.2,3.2,6.0,2.7,88.0,70,4,No,2,2.0,6,High,No Risk
4537,18,Male,,High,72.4,4.2,7.8,4.1,93.0,94,10,Yes,9,7.0,9,High,No Risk
4538,23,Female,Diploma,Low,92.8,6.0,8.2,2.8,80.0,64,5,No,3,8.0,12,High,No Risk
4539,24,Female,Graduate,Low,92.0,4.2,7.4,3.9,72.0,86,2,Yes,9,8.0,11,High,No Risk
4540,24,Female,Graduate,Medium,61.5,3.4,5.8,6.3,67.0,77,9,No,7,3.0,6,Medium,No Risk
4541,22,Female,High School,Medium,,1.7,9.7,6.6,84.0,69,3,No,6,5.0,9,Medium,No Risk
4542,23,Male,Graduate,Medium,78.7,2.3,7.8,3.4,71.0,78,5,Yes,2,5.0,8,Medium,No Risk
4543,25,Male,Postgraduate,Low,69.4,5.1,5.5,5.0,90.0,70,2,No,5,9.0,6,High,No Risk
4544,22,Male,High School,Low,82.8,6.1,7.3,3.2,91.0,100,1,Yes,2,,6,High,No Risk
4545,21,Female,High School,Medium,94.1,3.7,6.7,2.7,82.0,45,10,Yes,8,5.0,8,Medium,High Risk
4546,24,Female,Graduate,High,87.8,6.7,7.0,1.6,69.0,68,7,Yes,10,5.0,8,High,No Risk
4547,22,Male,Graduate,Low,92.8,2.8,5.6,3.6,70.0,69,7,No,9,1.0,5,Medium,No Risk
4548,24,Male,Diploma,High,70.1,3.8,7.1,5.3,51.0,70,1,Yes,7,4.0,11,Medium,No Risk
4549,22,Male,Diploma,Medium,78.4,3.9,6.0,1.3,75.0,86,7,No,10,1.0,11,Medium,No Risk
4550,24,Male,Graduate,Low,69.6,7.3,6.6,3.0,75.0,66,1,No,10,5.0,10,Medium,No Risk
4551,18,Female,Diploma,Medium,80.6,4.7,7.5,2.9,55.0,78,2,Yes,10,4.0,7,Medium,No Risk
4552,18,Male,High School,Medium,81.6,1.3,6.4,3.9,100.0,75,8,Yes,1,3.0,5,High,No Risk
4553,18,Male,High School,Medium,88.6,6.2,6.7,3.9,84.0,83,6,No,10,10.0,6,High,No Risk
4554,22,Male,Diploma,Medium,92.4,7.8,8.0,4.4,63.0,70,9,Yes,1,8.0,8,High,No Risk
4555,23,Male,Postgraduate,Medium,85.6,4.1,5.9,6.7,100.0,76,4,Yes,4,7.0,10,High,No Risk
4556,19,Male,Graduate,Low,68.5,2.9,6.2,2.0,69.0,70,4,Yes,3,7.0,3,Medium,No Risk
4557,19,Female,Diploma,High,63.1,6.1,5.5,1.9,88.0,59,9,Yes,9,,8,Medium,No Risk
4558,24,Male,Postgraduate,High,83.7,8.0,6.0,3.9,77.0,93,6,No,1,3.0,7,High,No Risk
4559,24,Female,Diploma,Medium,94.5,6.0,7.2,6.0,69.0,62,10,Yes,10,9.0,8,Medium,No Risk
4560,23,Male,Diploma,Medium,77.7,1.6,7.8,1.0,71.0,66,6,No,5,5.0,6,Medium,No Risk
4561,21,Male,High School,High,61.2,5.9,6.0,4.1,98.0,61,2,No,1,,13,High,No Risk
4562,21,Male,Graduate,Low,100.0,5.2,7.7,3.2,89.0,77,1,No,10,6.0,11,High,No Risk
4563,18,Male,Graduate,High,83.4,2.8,7.1,5.0,74.0,66,3,No,1,1.0,10,Medium,No Risk
4564,19,Male,Graduate,Medium,79.9,6.8,5.3,4.6,45.0,92,6,Yes,4,9.0,7,High,No Risk
4565,25,Male,Diploma,High,65.2,5.3,7.2,3.6,81.0,79,7,Yes,3,1.0,8,High,No Risk
4566,20,Female,Diploma,Medium,78.2,6.9,8.4,4.3,57.0,68,1,Yes,8,4.0,5,Medium,No Risk
4567,23,Female,High School,Medium,85.6,2.6,4.7,2.4,84.0,60,3,No,3,8.0,10,Medium,No Risk
4568,23,Female,Postgraduate,Medium,83.5,5.2,9.4,4.9,65.0,71,9,No,7,6.0,10,Medium,No Risk
4569,20,Male,High School,Low,70.5,2.9,6.3,5.9,67.0,79,4,Yes,1,,13,Medium,No Risk
4570,19,Female,Graduate,Low,77.4,4.9,5.0,3.7,,71,8,No,1,10.0,12,High,No Risk
4571,23,Female,Graduate,High,71.2,7.2,7.2,2.8,91.0,70,4,Yes,1,8.0,8,High,No Risk
4572,18,Male,High School,Low,96.3,1.9,8.0,3.3,50.0,59,3,No,3,3.0,6,Medium,No Risk
4573,21,Male,Diploma,Low,87.8,2.0,6.7,4.8,87.0,100,7,Yes,5,1.0,10,High,No Risk
4574,25,Female,High School,Medium,72.2,6.2,7.4,3.4,81.0,69,3,Yes,7,8.0,5,High,No Risk
4575,23,Female,Graduate,Medium,65.1,4.5,9.5,1.5,75.0,54,7,No,7,4.0,9,Medium,No Risk
4576,24,Male,Postgraduate,Medium,81.1,6.6,7.2,5.1,69.0,58,2,No,1,7.0,3,High,No Risk
4577,18,Male,Diploma,Low,72.6,3.0,10.0,1.8,83.0,68,8,No,4,,7,Medium,No Risk
4578,19,Female,Postgraduate,Medium,73.4,4.6,8.5,4.2,69.0,97,10,Yes,5,2.0,9,High,No Risk
4579,20,Male,High School,High,65.5,5.7,7.1,0.3,69.0,70,10,No,4,4.0,10,High,No Risk
4580,20,Female,Diploma,Low,66.9,4.9,7.3,3.7,77.0,67,9,Yes,7,10.0,9,Medium,No Risk
4581,19,Female,Postgraduate,Medium,79.8,1.3,6.6,3.4,100.0,83,1,Yes,5,4.0,7,Medium,No Risk
4582,25,Female,Postgraduate,Medium,75.1,9.6,7.3,0.2,53.0,84,9,No,4,8.0,9,High,No Risk
4583,19,Female,Diploma,Medium,100.0,4.9,7.7,4.1,84.0,81,7,Yes,3,7.0,15,High,No Risk
4584,23,Male,Graduate,High,84.5,2.1,6.5,1.6,74.0,75,5,No,4,5.0,7,Medium,No Risk
4585,22,Female,Postgraduate,High,,5.1,5.3,3.6,73.0,58,9,Yes,9,8.0,2,Medium,No Risk
4586,22,Female,Graduate,Medium,,5.3,8.6,2.8,53.0,62,9,No,8,6.0,4,Medium,No Risk
4587,19,Female,Graduate,Medium,82.4,6.3,8.2,1.0,50.0,51,10,Yes,5,7.0,9,Medium,No Risk
4588,20,Male,High School,Medium,73.6,6.2,5.3,1.7,81.0,69,6,Yes,5,4.0,11,High,No Risk
4589,22,Male,High School,Medium,92.6,4.1,7.2,1.9,57.0,66,8,Yes,3,10.0,10,High,No Risk
4590,20,Male,Graduate,Medium,81.1,1.4,8.2,5.2,91.0,65,3,No,6,3.0,10,Medium,No Risk
4591,23,Male,Diploma,Low,,5.3,8.1,4.9,61.0,76,7,No,9,6.0,10,Medium,High Risk
4592,18,Female,High School,High,66.8,1.5,6.2,7.2,84.0,63,5,Yes,2,9.0,3,Medium,No Risk
4593,18,Female,High School,Medium,70.6,6.7,8.2,2.6,67.0,68,7,Yes,6,8.0,12,High,No Risk
4594,23,Female,Diploma,Low,82.9,3.2,7.0,2.6,67.0,66,5,No,8,6.0,8,Medium,No Risk
4595,22,Female,Diploma,High,66.4,5.6,7.5,3.7,62.0,72,2,Yes,1,1.0,5,High,No Risk
4596,18,Male,Diploma,Medium,79.7,3.3,5.9,2.9,83.0,77,4,Yes,6,4.0,6,Medium,No Risk
4597,25,Male,Diploma,Medium,63.3,3.6,4.0,2.5,87.0,55,4,Yes,6,5.0,10,Medium,No Risk
4598,18,Male,High School,Medium,78.1,3.1,6.1,3.6,71.0,78,3,Yes,10,9.0,13,Medium,No Risk
4599,25,Male,Postgraduate,High,82.1,5.8,7.6,4.7,85.0,75,2,No,4,9.0,6,High,No Risk
4600,23,Male,Graduate,High,94.1,3.4,6.8,0.0,76.0,77,4,No,8,5.0,9,Medium,No Risk
4601,25,Male,High School,Medium,80.7,5.9,7.8,2.5,56.0,74,6,Yes,1,4.0,13,High,No Risk
4602,25,Male,Diploma,Medium,69.0,,8.3,1.1,82.0,77,6,Yes,6,2.0,8,Medium,No Risk
4603,20,Female,Diploma,High,94.4,4.1,6.6,3.2,71.0,67,7,Yes,3,5.0,5,High,No Risk
4604,24,Male,Graduate,High,76.0,4.6,6.5,4.2,37.0,78,2,No,7,2.0,10,Medium,No Risk
4605,19,Male,Graduate,Low,86.5,4.8,4.4,5.4,70.0,87,2,No,7,2.0,6,High,No Risk
4606,21,Male,Graduate,Medium,71.3,2.8,5.1,2.8,51.0,66,2,No,4,10.0,15,Medium,No Risk
4607,19,Female,Graduate,High,79.0,5.8,5.4,3.7,58.0,66,7,No,9,6.0,14,Medium,No Risk
4608,21,Female,High School,Low,69.2,4.0,7.7,0.6,72.0,80,7,No,5,4.0,4,Medium,No Risk
4609,24,Male,Diploma,Medium,81.5,5.5,6.6,2.0,75.0,65,6,No,3,5.0,10,High,No Risk
4610,21,Male,High School,Medium,86.8,4.5,6.4,3.9,63.0,63,6,Yes,7,4.0,15,Medium,No Risk
4611,18,Female,Diploma,Medium,72.6,5.6,6.2,1.2,84.0,77,7,Yes,6,9.0,15,High,No Risk
4612,20,Female,Diploma,Medium,71.9,3.8,6.1,5.6,74.0,66,4,No,6,6.0,9,Medium,No Risk
4613,24,Female,Graduate,Low,81.9,3.1,8.1,4.4,70.0,88,8,Yes,2,7.0,6,High,No Risk
4614,22,Female,High School,Medium,68.9,5.3,7.1,2.0,77.0,66,10,No,10,6.0,7,Medium,No Risk
4615,22,Female,Graduate,Medium,61.3,3.6,8.2,1.0,94.0,61,3,No,4,6.0,8,Medium,No Risk
4616,21,Female,Diploma,High,81.9,7.1,4.4,2.3,44.0,72,5,No,6,5.0,8,High,No Risk
4617,20,Male,Diploma,Medium,76.8,4.6,7.6,2.0,95.0,78,4,No,2,8.0,7,High,No Risk
4618,22,Female,Graduate,Low,76.6,2.0,6.4,1.4,67.0,76,4,No,1,10.0,7,Medium,No Risk
4619,23,Male,High School,High,83.7,3.4,6.7,1.1,64.0,79,4,No,8,4.0,7,Medium,No Risk
4620,25,Female,Diploma,Medium,85.3,2.7,8.6,3.1,70.0,65,3,Yes,2,4.0,13,Medium,No Risk
4621,22,Male,Diploma,Medium,76.2,6.4,6.5,4.7,63.0,87,4,Yes,7,8.0,10,High,No Risk
4622,25,Male,Graduate,Medium,65.7,5.9,7.6,2.3,60.0,50,4,No,1,2.0,7,Medium,No Risk
4623,24,Female,High School,Medium,71.0,4.4,5.8,4.3,89.0,62,9,Yes,4,5.0,4,Medium,No Risk
4624,18,Female,Postgraduate,High,84.4,5.0,7.0,2.9,78.0,72,3,No,10,10.0,5,Medium,No Risk
4625,21,Male,Postgraduate,Medium,79.5,4.3,5.1,4.5,47.0,63,1,Yes,6,7.0,6,Medium,No Risk
4626,21,Female,Graduate,High,72.0,6.0,6.9,2.2,86.0,68,9,No,4,3.0,11,High,No Risk
4627,18,Male,High School,Medium,69.4,5.4,7.5,4.0,84.0,59,10,No,2,5.0,12,High,No Risk
4628,19,Male,Graduate,Medium,84.8,5.8,8.3,3.7,54.0,69,9,Yes,9,10.0,8,Medium,No Risk
4629,24,Female,High School,Medium,75.6,,6.0,5.8,79.0,78,2,No,6,6.0,12,High,No Risk
4630,20,Male,Postgraduate,Low,86.3,3.4,6.4,4.4,85.0,65,5,No,5,9.0,7,Medium,No Risk
4631,19,Male,Diploma,High,87.7,5.7,6.2,3.9,52.0,61,3,No,8,9.0,5,Medium,No Risk
4632,20,Female,High School,Low,74.6,7.3,6.7,1.0,80.0,66,3,Yes,10,8.0,9,High,No Risk
4633,20,Male,Diploma,High,88.4,6.5,5.8,2.6,66.0,86,10,Yes,7,7.0,17,High,Medium Risk
4634,19,Male,Graduate,Low,79.5,7.3,4.4,2.1,84.0,86,2,No,5,2.0,7,High,No Risk
4635,18,Male,Postgraduate,Medium,80.9,4.8,5.7,2.1,62.0,66,7,No,7,3.0,5,Medium,No Risk
4636,24,Female,Diploma,High,53.9,2.8,6.9,3.5,92.0,79,8,Yes,9,1.0,6,Medium,Medium Risk
4637,24,Male,Diploma,Medium,67.3,,6.8,3.9,72.0,72,1,No,3,5.0,10,Medium,No Risk
4638,21,Male,Graduate,Low,67.9,7.0,7.7,4.0,67.0,89,9,Yes,7,2.0,7,High,No Risk
4639,22,Female,Graduate,Medium,74.5,1.1,8.0,5.6,65.0,74,3,No,6,7.0,7,Medium,No Risk
4640,25,Male,Graduate,Low,79.3,7.2,6.5,4.3,89.0,69,5,Yes,3,5.0,7,High,No Risk
4641,24,Male,Diploma,High,79.7,3.1,5.1,1.4,65.0,93,6,No,3,10.0,12,High,No Risk
4642,18,Female,Graduate,Low,81.1,,7.5,3.8,92.0,60,9,Yes,6,8.0,7,High,No Risk
4643,25,Female,Postgraduate,Medium,70.5,4.4,7.0,4.5,79.0,76,10,Yes,2,3.0,10,High,No Risk
4644,18,Male,High School,Low,85.6,5.8,6.7,5.6,55.0,90,3,No,3,4.0,14,High,No Risk
4645,18,Female,Diploma,Medium,97.9,8.8,8.5,3.2,76.0,81,5,Yes,4,5.0,7,High,No Risk
4646,21,Female,High School,High,74.1,3.9,,3.3,77.0,62,7,Yes,2,1.0,7,Medium,No Risk
4647,23,Male,Diploma,High,70.7,3.9,7.1,5.3,55.0,61,5,No,4,8.0,8,Medium,No Risk
4648,18,Female,Graduate,Medium,70.5,3.2,7.2,3.8,76.0,54,1,Yes,4,1.0,8,Medium,No Risk
4649,20,Female,High School,Low,78.9,2.7,8.0,0.8,84.0,91,8,No,1,9.0,11,High,No Risk
4650,20,Female,Diploma,Low,72.2,3.9,,0.4,93.0,57,6,No,3,5.0,3,Medium,No Risk
4651,21,Female,High School,High,59.0,3.5,5.9,6.6,92.0,81,2,Yes,7,5.0,3,Medium,Medium Risk
4652,25,Female,,Low,62.0,2.2,6.7,0.6,100.0,53,7,Yes,5,1.0,9,Medium,No Risk
4653,20,Female,Graduate,Medium,89.2,4.1,5.6,3.2,76.0,100,10,No,4,7.0,9,High,No Risk
4654,19,Female,Diploma,Medium,92.1,5.3,6.9,5.0,84.0,54,7,Yes,7,8.0,16,Medium,Medium Risk
4655,18,Female,Graduate,High,95.6,2.9,7.1,0.5,,73,5,Yes,2,5.0,9,High,No Risk
4656,19,Female,High School,Medium,80.5,4.2,6.9,1.7,100.0,88,8,No,10,3.0,16,High,Medium Risk
4657,19,Female,Graduate,Medium,67.1,7.0,6.6,1.4,63.0,63,3,No,1,10.0,7,High,No Risk
4658,22,Female,Graduate,High,73.2,1.9,9.0,6.6,100.0,79,1,Yes,5,5.0,6,Medium,No Risk
4659,21,Male,High School,High,61.6,8.0,8.1,6.9,100.0,68,5,Yes,8,7.0,10,High,No Risk
4660,21,Male,Postgraduate,Medium,,3.3,6.9,2.3,64.0,77,3,No,8,,6,Medium,No Risk
4661,24,Female,High School,Medium,80.8,4.9,7.1,4.5,92.0,86,5,No,5,,9,High,No Risk
4662,22,Male,Graduate,Medium,83.9,6.8,8.7,4.0,83.0,66,7,Yes,5,6.0,9,High,No Risk
4663,19,Female,High School,Medium,99.5,7.4,6.3,3.0,70.0,91,9,No,9,7.0,8,High,No Risk
4664,21,Female,Graduate,Low,77.1,5.3,5.8,0.7,74.0,77,6,No,5,9.0,10,High,No Risk
4665,20,Female,High School,Medium,63.1,3.2,7.3,7.4,80.0,97,7,Yes,1,7.0,12,High,No Risk
4666,24,Male,High School,Medium,76.7,3.1,7.5,0.4,81.0,61,10,No,5,9.0,9,Medium,No Risk
4667,20,Female,Diploma,Low,74.9,3.5,7.6,3.9,98.0,64,10,No,1,3.0,9,High,No Risk
4668,19,Male,Postgraduate,Low,72.6,7.9,8.0,2.4,85.0,69,8,No,9,2.0,5,High,No Risk
4669,23,Female,High School,Medium,81.8,3.8,6.1,5.2,64.0,56,10,No,3,2.0,11,Medium,No Risk
4670,21,Male,Graduate,Low,64.6,5.1,5.3,4.9,87.0,84,5,Yes,2,1.0,4,High,No Risk
4671,18,Male,Diploma,Medium,79.4,2.6,6.3,1.8,50.0,71,8,No,7,5.0,12,Medium,No Risk
4672,23,Female,Graduate,Medium,85.2,2.4,7.7,2.2,70.0,57,6,Yes,3,9.0,9,Medium,No Risk
4673,19,Female,High School,Medium,93.6,4.5,5.9,0.9,72.0,61,7,Yes,8,1.0,7,Medium,No Risk
4674,24,Female,Graduate,Medium,81.4,3.9,4.7,3.8,86.0,61,7,No,8,7.0,14,Medium,No Risk
4675,24,Male,Postgraduate,Medium,89.5,4.0,7.2,4.7,100.0,84,1,No,6,9.0,7,High,No Risk
4676,20,Male,Diploma,Medium,73.1,1.8,6.3,2.7,79.0,78,1,Yes,3,10.0,2,Medium,No Risk
4677,22,Male,Diploma,Medium,74.7,4.4,4.9,3.1,71.0,70,10,Yes,3,9.0,9,Medium,No Risk
4678,22,Female,Postgraduate,Medium,92.8,7.3,7.1,6.7,66.0,67,4,No,1,1.0,7,High,No Risk
4679,23,Female,Diploma,High,62.9,3.0,6.5,5.1,89.0,69,1,No,9,2.0,5,Medium,No Risk
4680,18,Male,Diploma,Low,73.6,6.1,,5.8,73.0,95,2,No,3,10.0,8,High,No Risk
4681,20,Male,Diploma,Medium,90.4,0.5,7.1,0.0,68.0,69,1,Yes,5,1.0,14,Medium,No Risk
4682,19,Male,Graduate,Medium,75.7,3.1,7.7,4.4,90.0,83,3,Yes,1,10.0,10,High,No Risk
4683,23,Female,Postgraduate,High,74.9,1.1,7.0,3.9,94.0,68,8,No,6,10.0,3,Medium,No Risk
